Restaurant Name,Category Name,Latitude,Longitude,Distance,Bike Station Lat,Bike Station Lon
Cup Cakes by Heather & Lorraine,Restaurant,43.705987,-79.361968,474,43.7065616,-79.36781965
Castro's Sport Bar and Grill,Restaurant,43.70826,-79.362375,476,43.7065616,-79.36781965
Fox & Fiddle,Bar,43.71046,-79.363801,540,43.7065616,-79.36781965
Bamiyan Kabob,Afghan Restaurant,43.707833,-79.343398,308,43.70518328,-79.3422473
Iqbal Kebab & Sweet Centre,Indian Restaurant,43.70609,-79.351219,749,43.70518328,-79.3422473
Faley Restaurant,Chinese Restaurant,43.707781,-79.343343,342,43.70518328,-79.3422473
A&W Restaurant,American Restaurant,43.706172,-79.344633,229,43.70518328,-79.3422473
Hakka Garden Chinese Restaurant,Chinese Restaurant,43.704452,-79.349789,608,43.70518328,-79.3422473
Subway,Deli,43.704511,-79.349752,599,43.70518328,-79.3422473
Afghan Cuisine,Afghan Restaurant,43.707971,-79.343045,326,43.70518328,-79.3422473
Tim Hortons,Restaurant,43.70513,-79.350505,327,43.70518328,-79.3422473
Pizza Pizza,Pizzeria,43.705047,-79.349322,395,43.70518328,-79.3422473
Arza Pizza,Pizzeria,43.704458,-79.349697,34,43.70518328,-79.3422473
Popeye's Louisiana Kitchen,Diner,43.70784,-79.343306,313,43.70518328,-79.3422473
Tim Hortons,"Cafe, Coffee, and Tea House",43.705071,-79.350543,666,43.70518328,-79.3422473
Lazeez Shawarma,Afghan Restaurant,43.707833,-79.343398,322,43.70518328,-79.3422473
Pizza Pizza,Pizzeria,43.705614,-79.346136,324,43.70518328,-79.3422473
Sultan Shawarma and Falafel,Falafel Restaurant,43.707886,-79.343453,325,43.70518328,-79.3422473
Long Time No Tea,Bubble Tea Shop,43.707938,-79.343508,330,43.70518328,-79.3422473
Trendee Chinese Cuisine,Asian Restaurant,43.707971,-79.343045,337,43.70518328,-79.3422473
Watan Pizza & Grill,Pizzeria,43.708264,-79.343654,345,43.70518328,-79.3422473
Chicken Haus,Fried Chicken Joint,43.705436,-79.347043,406,43.70518328,-79.3422473
Original Barrio Fiesta,Filipino Restaurant,43.70588,-79.347114,413,43.70518328,-79.3422473
Kandahar Kabab,Diner,43.705673,-79.346098,512,43.70518328,-79.3422473
The Little Greek,Pizzeria,43.705047,-79.349322,568,43.70518328,-79.3422473
Licken Chicken,Fried Chicken Joint,43.704452,-79.349789,592,43.70518328,-79.3422473
Hamdi restaurant,African Restaurant,43.704452,-79.349789,602,43.70518328,-79.3422473
Rose Reisman Catering,Restaurant,43.704845,-79.352894,824,43.70518328,-79.3422473
Ultimate Kitchens Leaside,Restaurant,43.704773,-79.353116,862,43.70518328,-79.3422473
Wendy's,Fast Food Restaurant,43.705071,-79.350543,670,43.70518328,-79.3422473
Harvey's,Fast Food Restaurant,43.703759,-79.353938,929,43.70518328,-79.3422473
Sultan Restaurant East York,Restaurant,43.707775,-79.343436,303,43.70518328,-79.3422473
Chunky Chicken,Fast Food Restaurant,43.705621,-79.346043,308,43.70518328,-79.3422473
Abdul Hakim,Restaurant,43.708089,-79.342971,328,43.70518328,-79.3422473
Ritz Caribbean Food,Diner,43.705946,-79.346984,389,43.70518328,-79.3422473
Inn Side Line Dining Lounge,Diner,43.705828,-79.347059,393,43.70518328,-79.3422473
Chester Fried Chicken,Restaurant,43.705666,-79.346191,2020021,43.70518328,-79.3422473
Drumstickz,Fast Food Restaurant,43.704452,-79.349789,611,43.70518328,-79.3422473
Apollon Group Cafe,Restaurant,43.699055,-79.336626,817,43.70518328,-79.3422473
Fresh Restaurants,Restaurant,43.704845,-79.352894,856,43.70518328,-79.3422473
Ultimate Kitchens,Restaurant,43.70478,-79.353024,866,43.70518328,-79.3422473
Marigold,Indian Restaurant,43.702855,-79.388147,228,43.70088226,-79.38736017
Bread & Butter,Diner,43.701576,-79.387195,77,43.70088226,-79.38736017
Balsamico,Pizzeria,43.701427,-79.396999,790,43.70088226,-79.38736017
Tabule Restaurant,Middle Eastern Restaurant,43.700923,-79.396965,780,43.70088226,-79.38736017
Little Sister,Lounge,43.701479,-79.397054,791,43.70088226,-79.38736017
XO Gelato,Dessert Shop,43.705337,-79.388777,490,43.70088226,-79.38736017
Granite Brewery,Bar,43.707916,-79.389609,816,43.70088226,-79.38736017
Florentia,Pizzeria,43.703535,-79.388068,305,43.70088226,-79.38736017
The Belsize Public House,Bar,43.702726,-79.387612,186,43.70088226,-79.38736017
Chacho's,Mexican Restaurant,43.697835,-79.389219,369,43.70088226,-79.38736017
Panago Pizza Inc,Pizzeria,43.708159,-79.392456,891,43.70088226,-79.38736017
Flaming Stove,Fast Food Restaurant,43.698371,-79.395763,739,43.70088226,-79.38736017
Pizza Pizza,Pizzeria,43.698768,-79.396481,780,43.70088226,-79.38736017
Zezafoun Syrian Cuisine,Syrian Restaurant,43.702367,-79.397196,808,43.70088226,-79.38736017
Fox & Firkin,Pub,43.706975,-79.396387,1001,43.70088226,-79.38736017
KFC,Fast Food Restaurant,43.699233,-79.386213,179,43.70088226,-79.38736017
Red Lantern Pub,Bar,43.697659,-79.389331,367,43.70088226,-79.38736017
Zucca Trattoria,Italian Restaurant,43.703718,-79.397926,900,43.70088226,-79.38736017
Pizza Pizza,Pizzeria,43.706264,-79.389159,604,43.70088226,-79.38736017
Domaine Mamo,Mediterranean Restaurant,43.703548,-79.387883,306,43.70088226,-79.38736017
Shibui Eatery + Sushi Bar,Sushi Restaurant,43.703671,-79.388511,314,43.70088226,-79.38736017
Kramer's Bar & Grill,Pub,43.698657,-79.396463,787,43.70088226,-79.38736017
Balena,Italian Restaurant,43.704142,-79.388212,378,43.70088226,-79.38736017
Khau Gully,Indian Restaurant,43.700552,-79.396672,769,43.70088226,-79.38736017
Piano Piano,Italian Restaurant,43.704462,-79.38845,399,43.70088226,-79.38736017
At Origin Coffee,Café,43.705938,-79.389013,574,43.70088226,-79.38736017
Pizzaiolo,Pizzeria,43.707472,-79.389538,740,43.70088226,-79.38736017
Freshslice Pizza,Pizzeria,43.701315,-79.396981,773,43.70088226,-79.38736017
Tailor Made Cafe,Café,43.6973,-79.395826,785,43.70088226,-79.38736017
Nevizade,Turkish Restaurant,43.699349,-79.396995,799,43.70088226,-79.38736017
Jay Jay's Diner,Diner,43.698513,-79.396908,805,43.70088226,-79.38736017
Hiro Izakaya,Restaurant,43.701282,-79.397444,805,43.70088226,-79.38736017
Tim Hortons,"Cafe, Coffee, and Tea House",43.698519,-79.396816,818,43.70088226,-79.38736017
Dave's Hot Chicken,Fried Chicken Joint,43.701948,-79.39755,828,43.70088226,-79.38736017
Oretta Midtown,Italian Restaurant,43.703634,-79.397538,857,43.70088226,-79.38736017
Juicy Dumpling,Chinese Restaurant,43.70377,-79.397981,894,43.70088226,-79.38736017
Dampa Videoke Bar & Grill,Bar,43.707981,-79.393364,903,43.70088226,-79.38736017
La Latina,Latin American Restaurant,43.707934,-79.394012,930,43.70088226,-79.38736017
Maybes Restaurant,Restaurant,43.708257,-79.392659,932,43.70088226,-79.38736017
Gabby's Restaurant Group,Sports Bar,43.709258,-79.385049,965,43.70088226,-79.38736017
Bento Sushi,Sushi Restaurant,43.706491,-79.396871,969,43.70088226,-79.38736017
Aafrien,Indian Restaurant,43.706943,-79.396054,1008,43.70088226,-79.38736017
Gusto Lungo Trattoria,Restaurant,43.703013,-79.387517,237,43.70088226,-79.38736017
Il Gelatiere Artgianale Ltd,Ice Cream Parlor,43.705337,-79.388777,507,43.70088226,-79.38736017
Another Wing by DJ Khaled,Restaurant,43.698716,-79.396426,767,43.70088226,-79.38736017
Wolf Down,Restaurant,43.698716,-79.396426,767,43.70088226,-79.38736017
Tabülè Middle Eastern Cuisine,Mediterranean Restaurant,43.700982,-79.396928,768,43.70088226,-79.38736017
Limelight Dinner Theatre,Movie Theater,43.701119,-79.397371,804,43.70088226,-79.38736017
Scaramouche Restaurant Pasta Bar & Grill,French Restaurant,43.681456,-79.399801,633,43.68688938,-79.40099513
Boxcar Social,Wine Bar,43.681714,-79.391609,956,43.68688938,-79.40099513
The Bagel House,Bagel Shop,43.687105,-79.393919,588,43.68688938,-79.40099513
Capocaccia Cafe,Bistro,43.685963,-79.393409,627,43.68688938,-79.40099513
Kibo Sushi House,Sushi Restaurant,43.682621,-79.392268,839,43.68688938,-79.40099513
Daeco Sushi,Sushi Restaurant,43.688042,-79.395706,442,43.68688938,-79.40099513
Mashu Mashu Mediterranean Grill,Mediterranean Restaurant,43.688341,-79.412457,942,43.68688938,-79.40099513
Mary Be Kitchen,Restaurant,43.687652,-79.394895,485,43.68688938,-79.40099513
Kwan Dim Sum,Cantonese Restaurant,43.688692,-79.394499,571,43.68688938,-79.40099513
Mermaid Fish and Grill House,Fish and Chips Shop,43.68869,-79.392206,744,43.68688938,-79.40099513
Tim Hortons,"Cafe, Coffee, and Tea House",43.687296,-79.39671,345,43.68688938,-79.40099513
Subway,Deli,43.688868,-79.391299,747,43.68688938,-79.40099513
Pizza Pizza,Pizzeria,43.689541,-79.394401,589,43.68688938,-79.40099513
Subway,Deli,43.68804,-79.412736,958,43.68688938,-79.40099513
Midtown Gastro Hub,Bar,43.68992,-79.394602,611,43.68688938,-79.40099513
Bungkus,Malay Restaurant,43.687652,-79.394895,508,43.68688938,-79.40099513
Pizza Aiolo,Pizzeria,43.688168,-79.394743,527,43.68688938,-79.40099513
Cucina Buca,Italian Restaurant,43.688332,-79.394816,531,43.68688938,-79.40099513
Freshii,Fast Food Restaurant,43.689671,-79.394936,581,43.68688938,-79.40099513
IQ Food Co,Salad Restaurant,43.688417,-79.394409,558,43.68688938,-79.40099513
Holy Chuck,Burger Joint,43.68781,-79.394265,559,43.68688938,-79.40099513
Second Cup Coffee Co,Café,43.688837,-79.412583,952,43.68688938,-79.40099513
Freshii,Fast Food Restaurant,43.689032,-79.412988,979,43.68688938,-79.40099513
Delisle Restaurant & Wine Bar,Restaurant,43.689938,-79.395119,581,43.68688938,-79.40099513
Sushi Gen,Sushi Restaurant,43.688737,-79.394647,566,43.68688938,-79.40099513
Black Swan,Dive Bar,43.68834,-79.393929,588,43.68688938,-79.40099513
Chef of India,Indian Restaurant,43.687583,-79.393527,591,43.68688938,-79.40099513
Auther’s,New American Restaurant,43.687916,-79.39358,620,43.68688938,-79.40099513
Druxy's,Deli,43.688575,-79.393779,624,43.68688938,-79.40099513
La Barista Cafe,Café,43.68855,-79.393354,646,43.68688938,-79.40099513
Playa Cabana Taqueria,Mexican Restaurant,43.68814,-79.392821,672,43.68688938,-79.40099513
Brownes Bistro,Bistro,43.684084,-79.392221,777,43.68688938,-79.40099513
Golden House Restaurant,Chinese Restaurant,43.68362,-79.392427,777,43.68688938,-79.40099513
Umami Poke,Poke Restaurant,43.683065,-79.392339,838,43.68688938,-79.40099513
Impact Kitchen Summerhill,Restaurant,43.682203,-79.391827,915,43.68688938,-79.40099513
Beefing With 7 Hk Style Cuisine,Noodle Restaurant,43.687491,-79.412555,927,43.68688938,-79.40099513
Avant-Gout,Diner,43.681478,-79.391759,955,43.68688938,-79.40099513
Sash Restaurant & Wine Bar,French Restaurant,43.681872,-79.390979,957,43.68688938,-79.40099513
Edo Restaurants Inc,Sushi Restaurant,43.689275,-79.412746,980,43.68688938,-79.40099513
Sofra Mediterranean Cuisine,Mediterranean Restaurant,43.689229,-79.412599,990,43.68688938,-79.40099513
Cafe 561,Restaurant,43.687848,-79.401476,113,43.68688938,-79.40099513
Kiva's Bagel Bakery & Restaurant,Bagel Shop,43.68777,-79.39482,505,43.68688938,-79.40099513
C 2 Catering,Restaurant,43.689455,-79.394808,573,43.68688938,-79.40099513
Aki Japan Sushi,Sushi Restaurant,43.686668,-79.393756,582,43.68688938,-79.40099513
Paramount Bar & Grill,Restaurant,43.689097,-79.39433,589,43.68688938,-79.40099513
Spiga Ristorante,Pizzeria,43.686237,-79.3935,606,43.68688938,-79.40099513
Mr. Thai - Yonge & St Clair,Asian Restaurant,43.689572,-79.394403,607,43.68688938,-79.40099513
M & M Food Market,Restaurant,43.688628,-79.393834,607,43.68688938,-79.40099513
Sunny,Restaurant,43.688696,-79.392114,741,43.68688938,-79.40099513
Edoya Japanese Restaurant,Diner,43.688696,-79.392114,741,43.68688938,-79.40099513
Steam Whistle Brewing,Brewery,43.641025,-79.385267,422,43.63796,-79.387502
Tim Hortons,"Cafe, Coffee, and Tea House",43.638725,-79.386023,126,43.63796,-79.387502
Steam Whistle Biergarten,Restaurant,43.641351,-79.385413,328,43.63796,-79.387502
The Rec Room,Arcade,43.641092,-79.394392,355,43.63796,-79.387502
Boxcar Social,Bar,43.639064,-79.382899,407,43.63796,-79.387502
Evviva Breakfast Restaurant,Deli,43.641498,-79.38338,517,43.63796,-79.387502
IQ Food Co,Wholesaler,43.643146,-79.382333,696,43.63796,-79.387502
BeaverTails,Dessert Shop,43.639663,-79.38005,629,43.63796,-79.387502
Pearl Harbourfront Restaurant,Diner,43.638552,-79.380667,548,43.63796,-79.387502
Miku,Sushi Restaurant,43.641313,-79.377414,887,43.63796,-79.387502
SOCO Kitchen + Bar,Bistro,43.643091,-79.383867,634,43.63796,-79.387502
Pizzaiolo,Pizzeria,43.639194,-79.386518,129,43.63796,-79.387502
360 Restaurant,Wine Bar,43.64251,-79.387233,509,43.63796,-79.387502
E11Even,New American Restaurant,43.64273,-79.381098,695,43.63796,-79.387502
Le Select Bistro,Wine Bar,43.643777,-79.39683,974,43.63796,-79.387502
Toca,Italian Restaurant,43.645376,-79.387175,831,43.63796,-79.387502
Mira Restaurant,Peruvian Restaurant,43.644144,-79.396421,1003,43.63796,-79.387502
Taverna Mercatto,Pizzeria,43.642805,-79.383167,620,43.63796,-79.387502
Bar Hop,Beer Bar,43.645579,-79.393658,980,43.63796,-79.387502
Scaddabush Italian Kitchen & Bar,Wine Bar,43.644831,-79.385406,772,43.63796,-79.387502
McCafé,Café,43.644585,-79.381066,889,43.63796,-79.387502
Subway,Deli,43.63956,-79.383435,379,43.63796,-79.387502
RS - Real Sports,Sports Bar,43.642634,-79.380102,792,43.63796,-79.387502
A&W Restaurant,American Restaurant,43.646031,-79.389757,907,43.63796,-79.387502
Harbour Sixty Steakhouse,Steakhouse,43.64203,-79.37837,902,43.63796,-79.387502
Minami,Japanese Restaurant,43.646694,-79.388266,966,43.63796,-79.387502
French Made,Café,43.645393,-79.392366,912,43.63796,-79.387502
Joe Bird,Ice Cream Parlor,43.638298,-79.3803,575,43.63796,-79.387502
Sunset Grill,Bar,43.644383,-79.387718,863,43.63796,-79.387502
Roses New York,Bar,43.638856,-79.398896,926,43.63796,-79.387502
Null,Restaurant,43.644888,-79.383078,868,43.63796,-79.387502
Kost,Restaurant,43.645334,-79.392404,909,43.63796,-79.387502
The Loose Moose Tap & Grill,Beer Garden,43.64533,-79.383943,861,43.63796,-79.387502
Jack Astor's,Diner,43.645226,-79.383833,868,43.63796,-79.387502
Kinton Ramen,Ramen Restaurant,43.641393,-79.380185,793,43.63796,-79.387502
Guirei Toronto,Sushi Restaurant,43.636856,-79.397082,767,43.63796,-79.387502
Hunters Landing,Restaurant,43.639971,-79.39669,778,43.63796,-79.387502
Boston Pizza,Pizzeria,43.644264,-79.388587,700,43.63796,-79.387502
The Pint Public House,Sports Bar,43.644004,-79.387518,601,43.63796,-79.387502
Popeye's Louisiana Kitchen,Fried Chicken Joint,43.640183,-79.381394,547,43.63796,-79.387502
Lucky Clover Sports Pub,Sports Bar,43.641172,-79.383234,485,43.63796,-79.387502
Milagro Restau & Cantina Inc,Mexican Restaurant,43.64575,-79.389759,806,43.63796,-79.387502
Tim Hortons,"Cafe, Coffee, and Tea House",43.639615,-79.398503,899,43.63796,-79.387502
Pizza Pizza,Pizzeria,43.640131,-79.381339,497,43.63796,-79.387502
Moxie's,Lounge,43.646511,-79.384692,970,43.63796,-79.387502
The Goodman Pub and Kitchen,Restaurant,43.638364,-79.38017,603,43.63796,-79.387502
Subway,Sandwich Spot,43.637818,-79.392328,399,43.63796,-79.387502
Tim Hortons,"Cafe, Coffee, and Tea House",43.641136,-79.381406,599,43.63796,-79.387502
Miller Tavern,Bar,43.642502,-79.377276,942,43.63796,-79.387502
Fox and Fiddle,Pub,43.640041,-79.394178,573,43.63796,-79.387502
Film Cafe,Comfort Food Restaurant,43.655018,-79.402036,98,43.65484216,-79.40351232
Patty King,Bakery,43.654583,-79.401078,188,43.65484216,-79.40351232
Otto's Berlin Döner,Gastropub,43.656355,-79.402951,181,43.65484216,-79.40351232
Blackbird Baking Co,Bakery,43.65489,-79.400706,232,43.65484216,-79.40351232
Café Pamenar,Café,43.656656,-79.402671,211,43.65484216,-79.40351232
Grey Gardens,Wine Bar,43.653818,-79.401564,225,43.65484216,-79.40351232
Moonbean Coffee Co,Café,43.654265,-79.400045,278,43.65484216,-79.40351232
FIKA Cafe,Café,43.653507,-79.400439,287,43.65484216,-79.40351232
Voodoo Child,Bar,43.657062,-79.405588,282,43.65484216,-79.40351232
Ramen Isshin,Ramen Restaurant,43.656458,-79.406941,332,43.65484216,-79.40351232
El Rey Mezcal Bar,Cocktail Bar,43.652854,-79.400148,361,43.65484216,-79.40351232
Wanda's Pie in the Sky,Bakery,43.656271,-79.402563,162,43.65484216,-79.40351232
Ronnie's Local 069,Dive Bar,43.655023,-79.402738,73,43.65484216,-79.40351232
Sneaky Dee's,Lounge,43.656372,-79.407348,356,43.65484216,-79.40351232
The Little Jerry,Wine Bar,43.656791,-79.406994,340,43.65484216,-79.40351232
Bar Raval,Lounge,43.655851,-79.409883,544,43.65484216,-79.40351232
Trinity Common,Arts and Entertainment,43.656656,-79.402671,203,43.65484216,-79.40351232
Snakes & Lattes College,Arts and Entertainment,43.655859,-79.408996,473,43.65484216,-79.40351232
Saigon Lotus,Vietnamese Restaurant,43.65445,-79.399046,349,43.65484216,-79.40351232
Maker Pizza,Pizzeria,43.650207,-79.397949,661,43.65484216,-79.40351232
La Carnita,Taco Restaurant,43.655865,-79.409698,523,43.65484216,-79.40351232
Drom Taberna,Bar,43.648297,-79.399514,806,43.65484216,-79.40351232
Northern Belle,Cocktail Bar,43.65083823,-79.41266119,859,43.65484216,-79.40351232
Rasa,Restaurant,43.662838,-79.404126,880,43.65484216,-79.40351232
Banh Mi Boys,Korean Restaurant,43.648766,-79.396924,871,43.65484216,-79.40351232
Her Father's Cider Bar + Kitchen,Beer Bar,43.662413,-79.404572,850,43.65484216,-79.40351232
Old School,American Restaurant,43.651982,-79.408283,517,43.65484216,-79.40351232
Dark Horse Espresso Bar,Café,43.650738,-79.396818,706,43.65484216,-79.40351232
Pho Hung Restaurant,Vietnamese Restaurant,43.654515,-79.398917,374,43.65484216,-79.40351232
North of Brooklyn Pizzeria,Pizzeria,43.646951,-79.406451,911,43.65484216,-79.40351232
Icha Tea,Tea Room,43.65128,-79.397092,629,43.65484216,-79.40351232
Swatow Restaurant 汕頭小食家,Chinese Restaurant,43.653903,-79.398071,430,43.65484216,-79.40351232
Juicy Dumpling,Chinese Restaurant,43.652524,-79.398506,466,43.65484216,-79.40351232
BarChef,Cocktail Bar,43.648133,-79.400236,802,43.65484216,-79.40351232
Le Gourmand,Café,43.648179,-79.396504,925,43.65484216,-79.40351232
Bovine Sex Club,Night Club,43.647618,-79.402678,813,43.65484216,-79.40351232
Dim Sum King,Cantonese Restaurant,43.653373,-79.395322,668,43.65484216,-79.40351232
Kos Restaurant,Restaurant,43.654813,-79.403312,23,43.65484216,-79.40351232
House of Gourmet,Chinese Restaurant,43.653298,-79.397133,534,43.65484216,-79.40351232
Sin and Redemption,Bar,43.654588,-79.391728,946,43.65484216,-79.40351232
Prenup Pub,Bar,43.658801,-79.394784,830,43.65484216,-79.40351232
El Mocambo,Rock Club,43.657458,-79.400134,397,43.65484216,-79.40351232
Koh Lipe Thai Kitchen,Thai Restaurant,43.655819,-79.393327,815,43.65484216,-79.40351232
Monarch Tavern,Dive Bar,43.653949,-79.413647,815,43.65484216,-79.40351232
Xe Lua Restaurant,Diner,43.651729,-79.397864,571,43.65484216,-79.40351232
Grossman's Tavern,Bar,43.65603,-79.398925,369,43.65484216,-79.40351232
Last Temptation,Bar,43.653069,-79.400275,327,43.65484216,-79.40351232
Cafe Diplomatico,Pizzeria,43.655399,-79.413785,835,43.65484216,-79.40351232
Java House,Bar,43.647937,-79.399831,816,43.65484216,-79.40351232
Velvet Underground,Night Club,43.647817,-79.401494,805,43.65484216,-79.40351232
Rasa,Restaurant,43.662838,-79.404126,333,43.6637,-79.400053
Her Father's Cider Bar + Kitchen,Beer Bar,43.662413,-79.404572,398,43.6637,-79.400053
Piano Piano,Italian Restaurant,43.663095,-79.402904,243,43.6637,-79.400053
Koerner Hall,Concert Hall,43.667916,-79.396051,578,43.6637,-79.400053
Gyubee,Japanese Restaurant,43.666966,-79.400623,378,43.6637,-79.400053
Cobs Bread,Bakery,43.66642,-79.40582,558,43.6637,-79.400053
Café Pamenar,Café,43.656656,-79.402671,811,43.6637,-79.400053
Voodoo Child,Bar,43.657062,-79.405588,866,43.6637,-79.400053
Otto's Berlin Döner,Gastropub,43.656355,-79.402951,841,43.6637,-79.400053
Ramen Isshin,Ramen Restaurant,43.656458,-79.406941,971,43.6637,-79.400053
Insomnia Restaurant and Lounge,Restaurant,43.665097,-79.410893,892,43.6637,-79.400053
Crafty Coyote,Beer Bar,43.665421,-79.408747,720,43.6637,-79.400053
Country Style Hungarian Restaurant,Eastern European Restaurant,43.665741,-79.408985,748,43.6637,-79.400053
Blackbird Baking Co,Bakery,43.65489,-79.400706,979,43.6637,-79.400053
Film Cafe,Comfort Food Restaurant,43.655018,-79.402036,972,43.6637,-79.400053
Alobar Yorkville,Restaurant,43.669946,-79.393615,903,43.6637,-79.400053
L'Espresso Bar Mercurio,Café,43.667466,-79.399159,439,43.6637,-79.400053
The Little Jerry,Wine Bar,43.656791,-79.406994,959,43.6637,-79.400053
Pizza Fresca,Pizzeria,43.657847,-79.401739,686,43.6637,-79.400053
Madison Avenue Pub,Pub,43.667895,-79.403296,546,43.6637,-79.400053
Wanda's Pie in the Sky,Bakery,43.656271,-79.402563,862,43.6637,-79.400053
Kinka Izakaya Bloor,Japanese Restaurant,43.665051,-79.410745,874,43.6637,-79.400053
The Oxley,Bar,43.670607,-79.393019,949,43.6637,-79.400053
Victory Cafe,Beer Bar,43.665833,-79.408485,729,43.6637,-79.400053
Trinity Common,Arts and Entertainment,43.656656,-79.402671,819,43.6637,-79.400053
By the Way Cafe,Diner,43.666005,-79.407671,649,43.6637,-79.400053
Prenup Pub,Bar,43.658801,-79.394784,680,43.6637,-79.400053
One Restaurant,Lounge,43.670815,-79.393239,959,43.6637,-79.400053
Dolce Gelato,Café,43.655318,-79.402551,953,43.6637,-79.400053
Ronnie's Local 069,Dive Bar,43.655023,-79.402738,978,43.6637,-79.400053
Chatime,Bubble Tea Shop,43.667463,-79.400749,407,43.6637,-79.400053
Hemingway's Restaurant,Restaurant,43.670065,-79.392746,920,43.6637,-79.400053
Free Times,Diner,43.657689,-79.402369,696,43.6637,-79.400053
Sushi on Bloor,Sushi Restaurant,43.66546,-79.408987,769,43.6637,-79.400053
Cibo Wine Bar - Yorkville,Wine Bar,43.670507,-79.393611,922,43.6637,-79.400053
Goldstruck Coffee,Café,43.670314,-79.392411,947,43.6637,-79.400053
El Mocambo,Rock Club,43.657458,-79.400134,693,43.6637,-79.400053
Kasa Moto,Sushi Restaurant,43.670633,-79.392649,943,43.6637,-79.400053
Tim Hortons,"Cafe, Coffee, and Tea House",43.668194,-79.397638,532,43.6637,-79.400053
The Hogtown Vegan,Vegan and Vegetarian Restaurant,43.657127,-79.405458,855,43.6637,-79.400053
Nest,Night Club,43.656392,-79.407071,980,43.6637,-79.400053
Grossman's Tavern,Bar,43.65603,-79.398925,861,43.6637,-79.400053
New Ho King,Diner,43.656205,-79.399607,843,43.6637,-79.400053
STK Steakhouse,Cocktail Bar,43.670336,-79.394426,868,43.6637,-79.400053
Paupers Pub,Pub,43.665157,-79.410061,815,43.6637,-79.400053
A&W Restaurant,American Restaurant,43.665484,-79.410207,845,43.6637,-79.400053
McDonald's,Burger Joint,43.668754,-79.395343,684,43.6637,-79.400053
Red Room,Bar,43.657021,-79.399971,733,43.6637,-79.400053
Mashion Bakery,Bakery,43.655319,-79.398671,952,43.6637,-79.400053
Amal Restaurant,Lebanese Restaurant,43.668805,-79.392311,890,43.6637,-79.400053
Wallace Espresso,Café,43.662494,-79.444286,166,43.662857,-79.44618
Propeller Coffee Co,Café,43.659357,-79.444952,385,43.662857,-79.44618
Donna’s,Diner,43.662806,-79.444617,131,43.662857,-79.44618
The 3 Speed,Bar,43.659191,-79.438005,769,43.662857,-79.44618
Burdock,Music Venue,43.659485,-79.437818,774,43.662857,-79.44618
Mattachioni,Bakery,43.664865,-79.454862,739,43.662857,-79.44618
Sugo,Italian Restaurant,43.658312,-79.442352,578,43.662857,-79.44618
The Gaslight,Arts and Entertainment,43.657332,-79.448087,636,43.662857,-79.44618
The Greater Good Bar,Bar,43.669324,-79.439163,915,43.662857,-79.44618
Halo Brewery,Beer Bar,43.661711,-79.446545,121,43.662857,-79.44618
Home Baking Co,Bakery,43.659049,-79.439946,665,43.662857,-79.44618
Brock Sandwich,Fast Food Restaurant,43.658943,-79.44063,636,43.662857,-79.44618
Thai Lime,Thai Restaurant,43.665197,-79.452624,598,43.662857,-79.44618
Parallel,Middle Eastern Restaurant,43.669358,-79.4387,952,43.662857,-79.44618
Seoul Shakers,Dive Bar,43.65828,-79.44202,611,43.662857,-79.44618
Rancho Relaxo,American Restaurant,43.664641,-79.455621,782,43.662857,-79.44618
North Of Brooklyn Pizzeria,Pizzeria,43.669324,-79.439163,917,43.662857,-79.44618
Peppers Cafe,Café,43.662192,-79.444565,139,43.662857,-79.44618
The Caribbean Queen of Patties,Caribbean Restaurant,43.658325,-79.442168,581,43.662857,-79.44618
Tim Hortons,"Cafe, Coffee, and Tea House",43.658452,-79.441206,623,43.662857,-79.44618
Amato Pizza,Pizzeria,43.657594,-79.452945,780,43.662857,-79.44618
A&W Restaurant,American Restaurant,43.659891,-79.434563,976,43.662857,-79.44618
Balam,Mexican Restaurant,43.660398,-79.443763,332,43.662857,-79.44618
Tim Hortons,"Cafe, Coffee, and Tea House",43.660185,-79.434377,989,43.662857,-79.44618
Souvlaki Empornium,Greek Restaurant,43.665079,-79.452698,575,43.662857,-79.44618
Domino's Pizza,Pizzeria,43.665092,-79.452513,576,43.662857,-79.44618
Gaspar Cafe,Coffee Shop,43.660989,-79.45335,598,43.662857,-79.44618
Dupont Spa,Restaurant,43.66517,-79.452993,604,43.662857,-79.44618
Colombian Street Food,Latin American Restaurant,43.66509,-79.453308,614,43.662857,-79.44618
Thai Nyyom,Thai Restaurant,43.657091,-79.447534,647,43.662857,-79.44618
Galaxy T&T Fresh Fruit & Vegetable,Vietnamese Restaurant,43.658617,-79.440484,648,43.662857,-79.44618
Dotty’s,Restaurant,43.665265,-79.453991,689,43.662857,-79.44618
Lucia,Italian Restaurant,43.664853,-79.454252,689,43.662857,-79.44618
Monte Bianco Italian Cuisine,Italian Restaurant,43.658743,-79.439523,693,43.662857,-79.44618
The Merseyside,Café,43.658364,-79.453162,733,43.662857,-79.44618
Reaper BBQ,BBQ Joint,43.65891,-79.454138,786,43.662857,-79.44618
Century Park Tavern,Pub,43.669582,-79.448698,786,43.662857,-79.44618
Tacos Gus,Taco Restaurant,43.663024,-79.435486,859,43.662857,-79.44618
Pizza Nova,Pizzeria,43.654867,-79.451852,1006,43.662857,-79.44618
McDonald's,Burger Joint,43.656928,-79.452838,845,43.662857,-79.44618
M & M Food Market,Restaurant,43.667489,-79.442001,614,43.662857,-79.44618
Foundry Avenue,Restaurant,43.668674,-79.448833,680,43.662857,-79.44618
